train_loss,train_acc,train_precision,train_recall,train_f1,valid_loss,valid_acc,valid_precision,valid_recall,valid_f1
1.9387555877367655,0.4121339023113251,0.41232067346572876,0.4127197563648224,0.4098847210407257,0.7718592220917344,0.7431192398071289,0.7812743782997131,0.7418128252029419,0.7348411679267883
0.6826291101674239,0.7842572927474976,0.784764289855957,0.7845088243484497,0.7839463949203491,0.33295104489661753,0.9030144214630127,0.9126232862472534,0.902543842792511,0.9006588459014893
0.37635259131590526,0.8776150345802307,0.8792420625686646,0.8778042793273926,0.878300666809082,0.22313738525069007,0.9266055226325989,0.9527496695518494,0.9255189895629883,0.9239631295204163
0.23106117233013113,0.9252092242240906,0.9263165593147278,0.925213098526001,0.925443172454834,0.16770091863387884,0.9410222768783569,0.9475234150886536,0.9411768913269043,0.9411666989326477
0.20620358620459836,0.9304393529891968,0.9314048886299133,0.9305084347724915,0.930702269077301,0.12062678123281027,0.963302731513977,0.9673672914505005,0.9632309675216675,0.9634740352630615
0.15293642020163437,0.946391224861145,0.9473797082901001,0.9463708996772766,0.9467370510101318,0.1550821382746411,0.9541284441947937,0.9601092338562012,0.9542251229286194,0.9541441202163696
0.14338621694284182,0.9524058699607849,0.952801525592804,0.9524139165878296,0.9523945450782776,0.12056695825837475,0.9672346115112305,0.9692424535751343,0.9672733545303345,0.9669543504714966
0.1299133580410853,0.9578974843025208,0.9584044814109802,0.9578670263290405,0.9580361843109131,0.1277981335685278,0.9580602645874023,0.9623118042945862,0.957748532295227,0.9573492407798767
0.07240890114335344,0.9772489666938782,0.9774359464645386,0.9772945642471313,0.9773141145706177,0.058988950277125696,0.9855832457542419,0.9874341487884521,0.9853581786155701,0.9853910803794861
0.07299252190471937,0.9751569032669067,0.9753073453903198,0.9751009345054626,0.9751452803611755,0.07171923920880847,0.9803407788276672,0.9814990162849426,0.9806506037712097,0.9804420471191406
0.11502024846461913,0.9573744535446167,0.9575797319412231,0.9574090242385864,0.9573938250541687,0.10463827025644908,0.9685451984405518,0.9701849818229675,0.9688522815704346,0.968473494052887
0.08604623596183955,0.9733263850212097,0.9734716415405273,0.9733633995056152,0.9733471870422363,0.07619572239006327,0.9711664319038391,0.9735463857650757,0.9712353348731995,0.971057653427124
0.0884417881607078,0.9688807725906372,0.9692327976226807,0.968914270401001,0.9689697027206421,0.08133813859846366,0.9777195453643799,0.9794363975524902,0.9773757457733154,0.9777064323425293
0.07102204369924342,0.9811715483665466,0.9812641739845276,0.9811899065971375,0.9811897277832031,0.07058712343738686,0.9842725992202759,0.9852192997932434,0.9843274354934692,0.9844707250595093
0.06345953365089371,0.9762029051780701,0.9764180183410645,0.9762579202651978,0.9762930870056152,0.10884919128147885,0.9750983119010925,0.9779446721076965,0.9747368097305298,0.9749122262001038
0.07416125359692766,0.9772489666938782,0.9773948788642883,0.9773133397102356,0.9773038029670715,0.07375647569157688,0.9777195453643799,0.9786522388458252,0.9779459238052368,0.9776589870452881
0.07852389149872276,0.9728033542633057,0.9730273485183716,0.9726965427398682,0.972760021686554,0.10023340209469704,0.9764088988304138,0.9792560338973999,0.97627192735672,0.9763003587722778
0.062668124671715,0.9801255464553833,0.9802965521812439,0.980082094669342,0.9801253080368042,0.06352934704288297,0.9829620122909546,0.9848386645317078,0.9827265739440918,0.9829550981521606
0.059843614498095124,0.98221755027771,0.9822055697441101,0.9821153879165649,0.9821282625198364,0.052486225677663846,0.9882044792175293,0.9890305399894714,0.9879971146583557,0.9881044626235962
0.057805251552296495,0.980910062789917,0.9808778762817383,0.980933427810669,0.9808635711669922,0.048519569235395466,0.9882044792175293,0.9892923831939697,0.9878581762313843,0.9881038069725037
0.030394988534923565,0.991108775138855,0.9911302924156189,0.9910978674888611,0.9910990595817566,0.06566705962025783,0.9868938326835632,0.9877957105636597,0.9864692687988281,0.986720085144043
0.04497364511286529,0.9866631627082825,0.9867573380470276,0.9866142272949219,0.9866641163825989,0.05361866781155792,0.9855832457542419,0.9870133996009827,0.9850146174430847,0.9852361679077148
0.0425727281573927,0.9877092242240906,0.9878830313682556,0.9877680540084839,0.9877719879150391,0.04051914998929836,0.9855832457542419,0.9871302843093872,0.9854970574378967,0.9855944514274597
0.03016322652498881,0.991108775138855,0.9911788702011108,0.991125226020813,0.9911267757415771,0.09200088744789052,0.9777195453643799,0.9809191226959229,0.9774708151817322,0.9778342247009277
0.08127638595081711,0.9767259359359741,0.9766919016838074,0.9766619205474854,0.9766383171081543,0.08069676897381821,0.9777195453643799,0.9789841175079346,0.9776023030281067,0.977433443069458
0.051687398970049495,0.9843096137046814,0.9843559265136719,0.9842920303344727,0.9842969179153442,0.06972871492712329,0.9816513657569885,0.9831746816635132,0.9818202257156372,0.9816696047782898
0.05145137228634364,0.9845711588859558,0.9846365451812744,0.9845937490463257,0.9845772981643677,0.058183942590100436,0.9895150661468506,0.9897096753120422,0.9894517064094543,0.9894125461578369
0.07481857084106498,0.9764644503593445,0.9764460325241089,0.9764010906219482,0.9763721227645874,0.060500531930301804,0.9803407788276672,0.9810042977333069,0.9803070425987244,0.9801424145698547
0.08463203583475358,0.9735878705978394,0.9737606644630432,0.9736456274986267,0.973656177520752,0.11258217154196852,0.9711664319038391,0.973808765411377,0.9712719917297363,0.9711426496505737
0.05794999521507028,0.9824790954589844,0.9825701713562012,0.9824190139770508,0.9824345111846924,0.06505513786153945,0.9829620122909546,0.983408510684967,0.9830775260925293,0.9828758239746094
0.02403695173585826,0.9924163222312927,0.9924382567405701,0.992364227771759,0.9923776984214783,0.050578280705015764,0.9921362996101379,0.9926552176475525,0.9919517040252686,0.9920300841331482
0.01601037377040484,0.9955543875694275,0.9955445528030396,0.9955418705940247,0.995536208152771,0.05448223952430453,0.9882044792175293,0.9885439872741699,0.988062858581543,0.9879913926124573
0.01570038406268092,0.9952929019927979,0.9953569769859314,0.9952783584594727,0.9953081607818604,0.06532771715554493,0.9868938326835632,0.9871501326560974,0.9868859052658081,0.9867514371871948
0.01977151196642808,0.9947698712348938,0.9948222637176514,0.9947850108146667,0.9947822690010071,0.08741821603477244,0.9829620122909546,0.9850659370422363,0.9826607704162598,0.9829367399215698
0.028426791610157428,0.9903242588043213,0.9903508424758911,0.9903454780578613,0.9903251528739929,0.07313542498013703,0.9868938326835632,0.9885989427566528,0.9867544174194336,0.9870383143424988
0.03811390111380509,0.9884937405586243,0.9886029958724976,0.9885009527206421,0.9885282516479492,0.07025134516463065,0.9855832457542419,0.9868631958961487,0.9854970574378967,0.9857690334320068
0.04502703638172534,0.9879707098007202,0.987985372543335,0.9879196882247925,0.9879325032234192,0.05924520848202519,0.9855832457542419,0.9868139624595642,0.9857748746871948,0.9857666492462158
0.07060903860256076,0.9793410301208496,0.9794998168945312,0.9794288277626038,0.9794270992279053,0.06858156903217605,0.9816513657569885,0.982393741607666,0.9815497398376465,0.9813124537467957
0.05905537320068106,0.9814330339431763,0.9816194772720337,0.9814591407775879,0.9814885258674622,0.0708878280126252,0.9816513657569885,0.9836947917938232,0.9814034700393677,0.98142409324646
0.04782061365306921,0.9856171607971191,0.9857133626937866,0.9855878353118896,0.9856179356575012,0.05775154075157237,0.9868938326835632,0.9877447485923767,0.9866885542869568,0.9868576526641846
0.04035324978030985,0.9871861934661865,0.9872407913208008,0.9871610403060913,0.9871624708175659,0.13838578119968284,0.9659239649772644,0.9723106622695923,0.966154932975769,0.9662381410598755
0.06946853690800102,0.9767259359359741,0.9767112731933594,0.9767387509346008,0.976691722869873,0.07153684308286756,0.9829620122909546,0.9842371344566345,0.9828801155090332,0.983062207698822
0.05367825245436204,0.9816945791244507,0.981748104095459,0.9816621541976929,0.9816644191741943,0.05253447716707645,0.9868938326835632,0.9878337979316711,0.9868202209472656,0.9868959188461304
0.028646683056770903,0.9924163222312927,0.9924494028091431,0.9923961162567139,0.9923931956291199,0.04746054439230344,0.9895150661468506,0.9902147650718689,0.9894517660140991,0.9894943833351135
0.020312505683432392,0.9929393529891968,0.9929722547531128,0.9929425716400146,0.9929399490356445,0.04394230232143551,0.9895150661468506,0.9899022579193115,0.9892470240592957,0.9892740845680237
0.0071693679198991354,0.9979079365730286,0.9979187846183777,0.9978746771812439,0.9978883862495422,0.040306858928384294,0.9921362996101379,0.9927210211753845,0.9919517636299133,0.992027223110199
0.0054842292673432285,0.9984309673309326,0.9984371066093445,0.9984264969825745,0.9984277486801147,0.031908479501746946,0.9960681796073914,0.9962437152862549,0.9960452914237976,0.9960425496101379
0.015798308475586963,0.9960774183273315,0.9961034059524536,0.9960758090019226,0.9960693120956421,0.08419996451381924,0.9855832457542419,0.9864024519920349,0.9854385852813721,0.9853435754776001
0.02751146914306446,0.9924163222312927,0.9924262762069702,0.9924051761627197,0.9924010038375854,0.05798326813759047,0.9895150661468506,0.9901353716850281,0.9893201589584351,0.9894728064537048
0.04014054417724158,0.9874476790428162,0.9874658584594727,0.9874773025512695,0.9874461889266968,0.09043550162338458,0.9737876653671265,0.976403534412384,0.9737207293510437,0.9740833044052124
0.07957147053991018,0.9733263850212097,0.9734585285186768,0.9733704328536987,0.9733667373657227,0.1540051812165378,0.9659239649772644,0.9747248291969299,0.9656797647476196,0.9680866003036499
0.08823173731022203,0.9735878705978394,0.9738251566886902,0.9736353158950806,0.9736657738685608,0.06926162336306636,0.9816513657569885,0.9826427102088928,0.9820905923843384,0.9817545413970947
0.029529327724109558,0.9895397424697876,0.9895862340927124,0.9895210862159729,0.989525556564331,0.06545529681925662,0.9816513657569885,0.9833337068557739,0.9813377857208252,0.9816404581069946
0.03281188770171563,0.9890167117118835,0.9890470504760742,0.9889878034591675,0.9889848828315735,0.06384677805078809,0.9868938326835632,0.9874475598335266,0.9866154789924622,0.9864766597747803
0.03366194523914601,0.9905857443809509,0.9906113147735596,0.9905554056167603,0.9905569553375244,0.08265122634819022,0.9816513657569885,0.9840746521949768,0.9816228151321411,0.9815114736557007
0.03563568256989432,0.989278256893158,0.9893229007720947,0.989270031452179,0.9892736673355103,0.045933824159646974,0.9921362996101379,0.9927867650985718,0.9920248985290527,0.9921042919158936
